"category","upc","brand","brand_filled","brand_source","pfx_brand_conf","pfx","product_descr","num_cartridges_f","nic_mg_per_ml_f","total_units","cum_unit_share","years"
"e-liquid (impute mL)","081649401447","NICOTEK","NICOTEK","raw",0.999,"08164940","NL-NBL E-CG LIQUID VANILLA","1",NA,545,0.9986,"2014;2015;2017;2018;2019;2020"
"e-liquid (impute mL)","089961000209","CIGIREX","CIGIREX","raw",1,"08996100","CIGIREX E-CG","2",NA,540,0.9986,"2013;2014;2015"
"bare UPC (needs barcode lookup)","085436100477",NA,"NE WHERE","prefix",1,"08543610",NA,NA,NA,535,0.9986,"2018;2019"
"e-liquid (impute mL)","081505802012","LOGIC","LOGIC","raw",1,"08150580","LOGIC E-CGC TOB","1",NA,534,0.9986,"2015;2016;2017"
"e-liquid (impute mL)","089961000214","CIGIREX","CIGIREX","raw",1,"08996100","CIGIREX E-CGC MN RFL","5",NA,531,0.9987,"2013;2014"
"e-liquid (impute mL)","081505802016","LOGIC","LOGIC","raw",1,"08150580","LOGIC E-CGC TOB","1",NA,530,0.9987,"2015;2016"
"e-liquid (impute mL)","089961000212","CIGIREX","CIGIREX","raw",1,"08996100","CIGIREX E-CGC REGULAR RFL","5",NA,522,0.9987,"2013;2014"
"e-liquid (impute mL)","002145800003","CLEAN CIG","CLEAN CIG","raw",1,"00214580","CLEAN CIG E-CG REGULAR","1",NA,485,0.9987,"2018;2019;2020;2021;2022"
"e-liquid (impute mL)","085609000317","ISMOK","ISMOK","raw",1,"08560900","ISMOK E-CGC MN/BT/ECC","2",NA,481,0.9987,"2013;2014;2015;2016;2017;2018;2019"
"e-liquid (impute mL)","061772451156","SQUARE","SQUARE","raw",1,"06177245","SQ-DR E-CG LIQUID RYDGR","1",NA,479,0.9987,"2015;2016;2017;2018"
"e-liquid (impute mL)","061772451131","SQUARE","SQUARE","raw",1,"06177245","SQ-DR E-CG LIQUID CMYK","1",NA,469,0.9987,"2015;2016;2017;2018"
"bare UPC (needs barcode lookup)","087674200074",NA,NA,"unknown",NA,"08767420",NA,"1",NA,468,0.9987,"2021;2022"
"e-liquid (impute mL)","075362007995","ESCO BARS","ESCO BARS","raw",1,"07536200","ESCO BARS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA BOX 1 COUNT","1",NA,454,0.9988,"2023"
"e-liquid (impute mL)","692660811307",NA,"PALAX","prefix",1,"69266081","PALAX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LUSH PEACH DEW MESH COIL BOX 1 COUNT","1",NA,454,0.9988,"2023"
"e-liquid (impute mL)","061772491336","SQUARE","SQUARE","raw",1,"06177249","SQUARE SMOKING ALTERNATIVE PRODUCT LIQUID VAPORIZER PEN MINTY MENTHOL 1000 PUFFS BOX 1 COUNT","1",NA,453,0.9988,"2021;2022"
"e-liquid (impute mL)","085124700303","MODERN SMOKE","MODERN SMOKE","raw",1,"08512470","MD-SMK E-CGCM MN","5",NA,448,0.9988,"2013;2014;2015;2016;2017;2018;2021"
"e-liquid (impute mL)","089961000210","CIGIREX","CIGIREX","raw",1,"08996100","CIGIREX E-CG","2",NA,438,0.9988,"2013;2014"
"e-liquid (impute mL)","089961000211","CIGIREX","CIGIREX","raw",1,"08996100","CIGIREX E-CG MN","2",NA,437,0.9988,"2013;2014;2015"
"bare UPC (needs barcode lookup)","061772451132",NA,"SQUARE","prefix",1,"06177245",NA,NA,NA,436,0.9988,"2015;2016;2017;2018;2019"
"bare UPC (needs barcode lookup)","061772451153",NA,"SQUARE","prefix",1,"06177245",NA,NA,NA,436,0.9988,"2015;2016;2017;2018"
"e-liquid (impute mL)","085003554337",NA,NA,"unknown",NA,"08500355","FIFTY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO VANILLA CUSTARD BOX 1 COUNT","1",NA,436,0.9989,"2023"
"e-liquid (impute mL)","061772451138","SQUARE","SQUARE","raw",1,"06177245","SQ-DR E-CG LIQUID MML","1",NA,434,0.9989,"2015;2016;2017;2018;2019"
"bare UPC (needs barcode lookup)","081713502364",NA,"CUE","prefix",1,"08171350",NA,NA,NA,426,0.9989,"2018;2019;2020"
"e-liquid (impute mL)","002590017501","E SWISHER","E SWISHER","raw",0.713,"00259001","E SWISHER E-CG MB","1",NA,423,0.9989,"2013;2014;2015;2016;2017;2018"
"e-liquid (impute mL)","081505802013","LOGIC","LOGIC","raw",1,"08150580","LOGIC E-CGC MN","1",NA,420,0.9989,"2015;2016;2017"
"e-liquid (impute mL)","081836802813","STIG","STIG","raw",1,"08183680","ELCT CGRTT LIQUID POD","1",NA,419,0.9989,"2020;2021"
"e-liquid (impute mL)","075362020291","ESCO BARS","ESCO BARS","raw",1,"07536202","ESCO BARS SMOKING ALTERNATIVE PRODUCT MANGO ICE 1 COUNT","1",NA,416,0.9989,"2023"
"e-liquid (impute mL)","081836802961",NA,"STIG","prefix",1,"08183680","STIG VGOD SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LUSH ICE WATERMELON BOX IN WRAP 3 COUNT","1",NA,416,0.9989,"2020;2021"
"e-liquid (impute mL)","085143800736","JAK","JAK","raw",0.983,"08514380","ELCT CGRTT","1",NA,403,0.9989,"2018;2019;2020;2021;2022"
"bare UPC (needs barcode lookup)","085436100482",NA,"NE WHERE","prefix",1,"08543610",NA,NA,NA,400,0.9989,"2018;2019"
"e-liquid (impute mL)","089961000213","CIGIREX","CIGIREX","raw",1,"08996100","CIGIREX E-CGC RFL","5",NA,400,0.999,"2013;2014"
"e-liquid (impute mL)","081649401225","NICOTEK","NICOTEK","raw",0.999,"08164940","NICOTEK METRO E-CG VO","1",NA,396,0.999,"2018;2019"
"bare UPC (needs barcode lookup)","085436100421",NA,"NE WHERE","prefix",1,"08543610",NA,NA,NA,395,0.999,"2018;2019"
"e-liquid (impute mL)","065436770663","CIGALECTRIC","CIGALECTRIC","raw",1,"06543677","CIGALECTRIC E-CGC REGULAR","1",NA,391,0.999,"2013;2014;2015;2016;2017;2018;2020;2021"
"e-liquid (impute mL)","084043916151","ZIG-ZAG","ZIG-ZAG","raw",0.999,"08404391","ZIG-ZAG E-CG LIQUID MANGO","1",NA,380,0.999,"2015;2016;2017;2018;2019"
"e-liquid (impute mL)","085410000352","QUIK E-CIG","QUIK E-CIG","raw",0.999,"08541000","QUIK E-CIG E-CG TOB","1",NA,379,0.999,"2013;2014;2015;2016"
"e-liquid (impute mL)","084018990339",NA,"SHENZHEN GOLDREAMS TECHNOLOGY","prefix",1,"08401899","AIR BAR ANTISMOKING PRODUCT 1 COUNT","1",NA,375,0.999,"2022;2023"
"e-liquid (impute mL)","697184747280",NA,"JUICY BAR","prefix",0.937,"69718474","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINEAPPLE COCONUT ICE MESH COIL BOX 1 COUNT","1",NA,373,0.999,"2023"
"e-liquid (impute mL)","081505802017","LOGIC","LOGIC","raw",1,"08150580","LOGIC E-CGC MN","1",NA,370,0.999,"2015;2016"
"e-liquid (impute mL)","081649401226","NICOTEK","NICOTEK","raw",0.999,"08164940","NICOTEK METRO E-CG MN","1",NA,370,0.999,"2018;2019"
"e-liquid (impute mL)","085682400258","ECO-CIGS","ECO-CIGS","raw",1,"08568240","ECO-CIGS E-CGCM TOB RFL","3",NA,367,0.9991,"2014;2015;2016;2017;2018"
"e-liquid (impute mL)","085965400220","BLU","BLU","raw",1,"08596540","BL-EGS E-CGCM JAVA JOLT RFL","5",NA,362,0.9991,"2013;2014;2015;2016"
"e-liquid (impute mL)","084043916124","ZIG-ZAG","ZIG-ZAG","raw",0.999,"08404391","ZIG-ZAG E-CG LIQUID DRBRY","1",NA,356,0.9991,"2015;2016;2017;2018;2019;2020"
"bare UPC (needs barcode lookup)","085607300329",NA,"JAK","prefix",1,"08560730",NA,NA,NA,355,0.9991,"2015;2016;2017;2018;2019;2020"
"bare UPC (needs barcode lookup)","085436100481",NA,"NE WHERE","prefix",1,"08543610",NA,NA,NA,346,0.9991,"2018;2019"
"e-liquid (impute mL)","692660811311",NA,"PALAX","prefix",1,"69266081","PALAX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO CHILL BOX 1 COUNT","1",NA,346,0.9991,"2023"
"e-liquid (impute mL)","073621120294","SMOKERS 1 CHOICE","SMOKERS 1 CHOICE","raw",0.965,"07362112","S1C E-CG MN N-FL MEDIUM","1",NA,344,0.9991,"2013;2014;2015;2016;2017;2020"
"e-liquid (impute mL)","697184747274",NA,"JUICY BAR","prefix",0.937,"69718474","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO VANILLA ICE CREAM MESH COIL BOX 1 COUNT","1",NA,336,0.9991,"2023"
"e-liquid (impute mL)","002145802000","CLEAN CIG","CLEAN CIG","raw",1,"00214580","CLN-CG E-CGA MN","5",NA,331,0.9991,"2018;2019;2020"
"e-liquid (impute mL)","084920500142","VUSE","VUSE","raw",1,"08492050","VUSE DVC OGN/BT&ECC","1",NA,330,0.9991,"2014;2015"
"e-liquid (impute mL)","065436770664","CIGALECTRIC","CIGALECTRIC","raw",1,"06543677","CIGALECTRIC E-CGC MN","1",NA,329,0.9991,"2013;2014;2015;2016;2017;2018;2020"
"e-liquid (impute mL)","079361829246",NA,NA,"unknown",NA,"07936182","DINNER LADY SMOKING ALTERNATIVE PRODUCT STRAWBERRY ICE 1 COUNT","1",NA,325,0.9991,"2022"
"bare UPC (needs barcode lookup)","085436100420",NA,"NE WHERE","prefix",1,"08543610",NA,NA,NA,321,0.9992,"2018;2019"
"e-liquid (impute mL)","036586038289","21ST CENTURY SMOKE","21ST CENTURY SMOKE","raw",0.949,"03658603","21SCS E-CGC REGULAR","3",NA,318,0.9992,"2018;2019;2020"
"e-liquid (impute mL)","084043916407","ZIG-ZAG","ZIG-ZAG","raw",0.999,"08404391","ZIG-ZAG EVC CLMR","2",NA,316,0.9992,"2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","085266255761",NA,"PUFF","prefix",0.855,"08526625","ELCT CGRTT LIQUID POD","1",NA,315,0.9992,"2020"
"e-liquid (impute mL)","073621120264","SMOKERS 1 CHOICE","SMOKERS 1 CHOICE","raw",0.965,"07362112","S1C E-CG MEDIUM","1",NA,311,0.9992,"2013;2014;2015;2017;2018"
"e-liquid (impute mL)","002590017504","E SWISHER","E SWISHER","raw",0.713,"00259001","E SWISHER E-CGC MB RFL","3",NA,309,0.9992,"2013;2014;2015;2016;2018"
"e-liquid (impute mL)","085266255825",NA,"PUFF","prefix",0.855,"08526625","ELCT CGRTT LIQUID POD","1",NA,308,0.9992,"2020"
"e-liquid (impute mL)","085266255801",NA,"PUFF","prefix",0.855,"08526625","ELCT CGRTT LIQUID POD","1",NA,306,0.9992,"2020"
"e-liquid (impute mL)","088886130601","LEAP","LEAP","raw",1,"08888613","LEAP GO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE CITRUS MENTHOL BOX 1 COUNT","1",NA,306,0.9992,"2021;2022;2023"
"e-liquid (impute mL)","085830200521","NE WHERE","NE WHERE","raw",1,"08583020","NE WHERE ECGVT RFL","1",NA,300,0.9992,"2018;2019;2020"
"e-liquid (impute mL)","036586038204","21ST CENTURY SMOKE","21ST CENTURY SMOKE","raw",0.949,"03658603","21SCS E-CGAC MN","3",NA,299,0.9992,"2013;2014;2019;2020"
"bare UPC (needs barcode lookup)","085436100424",NA,"NE WHERE","prefix",1,"08543610",NA,NA,NA,297,0.9992,"2018;2019"
"e-liquid (impute mL)","081102002182","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID P-CLD","1",NA,293,0.9992,"2018;2019"
"e-liquid (impute mL)","085014900708","MISTIC","MISTIC","raw",1,"08501490","M2CFP E-CG NEON CREAM","1",NA,290,0.9993,"2017;2018"
"bare UPC (needs barcode lookup)","085607300328",NA,"JAK","prefix",1,"08560730",NA,NA,NA,289,0.9993,"2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","036586038207","21ST CENTURY SMOKE","21ST CENTURY SMOKE","raw",0.949,"03658603","21SCS E-CGAC REGULAR","3",NA,287,0.9993,"2013;2014;2018;2019;2020"
"e-liquid (impute mL)","085436100422","NE WHERE","NE WHERE","raw",1,"08543610","NE WHERE EHOK ORANGE CREAM","1",NA,287,0.9993,"2018"
"e-liquid (impute mL)","088796900501","BLU","BLU","raw",1,"08879690","BLU SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE MENTHOL CARTOON 1 COUNT","1",NA,286,0.9993,"2022;2023"
"e-liquid (impute mL)","002012632805","MISTIC","MISTIC","raw",1,"00201263","MISTIC E-CGC MN RFL","5",NA,283,0.9993,"2013;2014;2015;2019"
"e-liquid (impute mL)","065436704331","CIGALECTRIC","CIGALECTRIC","raw",1,"06543670","CIGALECTRIC E-CGC REGULAR","1",NA,280,0.9993,"2013;2014;2015;2016;2017;2018"
"e-liquid (impute mL)","692660811309",NA,"PALAX","prefix",1,"69266081","PALAX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO ALOE ICE BOX 1 COUNT","1",NA,270,0.9993,"2023"
"bare UPC (needs barcode lookup)","002145801075",NA,"CLEAN CIG","prefix",1,"00214580",NA,NA,NA,269,0.9993,"2018;2019;2020"
"bare UPC (needs barcode lookup)","081102002156",NA,"IMPERIAL","prefix",1,"08110200",NA,NA,NA,260,0.9993,"2018;2019"
"e-liquid (impute mL)","085266255781",NA,"PUFF","prefix",0.855,"08526625","ELCT CGRTT LIQUID POD","1",NA,259,0.9993,"2020"
"e-liquid (impute mL)","085308600483","CRISS-CROSS","CRISS-CROSS","raw",1,"08530860","CRISS-CROSS E-CG REGULAR","1",NA,258,0.9993,"2013;2014;2015"
"bare UPC (needs barcode lookup)","085436100423",NA,"NE WHERE","prefix",1,"08543610",NA,NA,NA,256,0.9993,"2018;2019"
"e-liquid (impute mL)","081022002111","ISMOKE VAPER TECH","ISMOKE VAPER TECH","raw",1,"08102200","IVPT E-CGC OGN RFL","5",NA,254,0.9993,"2015;2016;2017;2019"
"e-liquid (impute mL)","085682400218","ECO-CIGS","ECO-CIGS","raw",1,"08568240","ECO-CIGS E-CG TF","1",NA,254,0.9994,"2013;2014;2015;2016;2017"
"e-liquid (impute mL)","081102002147","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID PINEAPPLE","1",NA,253,0.9994,"2018;2019"
"e-liquid (impute mL)","085266255757",NA,"PUFF","prefix",0.855,"08526625","ELCT CGRTT LIQUID POD","1",NA,253,0.9994,"2020;2021"
"e-liquid (impute mL)","081068701760","NJOY","NJOY","raw",1,"08106870","NJOY E-CGCMB AST 2'S\SAP=","2",NA,251,0.9994,"2014;2015;2016;2017;2018;2019"
"e-liquid (impute mL)","036586037188","VAPIN PLUS","VAPIN PLUS","raw",0.949,"03658603","VPLS E-CG LIQUID CHO","1",NA,248,0.9994,"2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","085609000333","ISMOK","ISMOK","raw",1,"08560900","ISMOK E-CG MN RFL/ECC=","5",NA,246,0.9994,"2013;2014;2015;2016;2017;2018"
"e-liquid (impute mL)","081010749469",NA,NA,"unknown",NA,"08101074","ESCO BARS RIPE COLLECTION SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO APPLE MELONS ICE MESH BOX 1 COUNT","1",NA,243,0.9994,"2023"
"e-liquid (impute mL)","081323902441","SPACE JAM","SPACE JAM","raw",1,"08132390","SPC JM-KGT AST 3'S","3",NA,241,0.9994,"2018;2019"
"e-liquid (impute mL)","084018990594","SHENZHEN GOLDREAMS TECHNOLOGY","SHENZHEN GOLDREAMS TECHNOLOGY","raw",1,"08401899","AIR BAR BOX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MONSTER ICE 3000 PUFFS BOX 1 COUNT","1",NA,239,0.9994,"2022;2023"
"e-liquid (impute mL)","081068701761","NJOY","NJOY","raw",1,"08106870","NJOY E-CGCMB AST 2'S\SAP=","2",NA,230,0.9994,"2014;2015;2016;2017;2018;2019"
"e-liquid (impute mL)","081102002164","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID WM MINT","1",NA,228,0.9994,"2018;2019"
"bare UPC (needs barcode lookup)","085436100408",NA,"NE WHERE","prefix",1,"08543610",NA,NA,NA,228,0.9994,"2018"
"e-liquid (impute mL)","084043916121","ZIG-ZAG","ZIG-ZAG","raw",0.999,"08404391","ZIG-ZAG E-CG LIQUID ISLND BRZ","1",NA,224,0.9994,"2017;2018;2019;2020"
"e-liquid (impute mL)","081323902462","SPACE JAM","SPACE JAM","raw",1,"08132390","SPC JM E-CG LIQUID MTR MLK","1",NA,222,0.9994,"2018;2019"
"e-liquid (impute mL)","085266255749",NA,"PUFF","prefix",0.855,"08526625","ELCT CGRTT LIQUID POD","1",NA,220,0.9994,"2020"
"e-liquid (impute mL)","084920500145","VUSE","VUSE","raw",1,"08492050","VUSE DVC MN/BT&ECC","1",NA,219,0.9994,"2014;2015"
"e-liquid (impute mL)","081102002201","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID H-RNB","1",NA,210,0.9994,"2018;2019"
"e-liquid (impute mL)","081323902014","SPACE JAM","SPACE JAM","raw",1,"08132390","SPC JM E-CG LIQUID ASTRO","1",NA,209,0.9995,"2018;2019"
"e-liquid (impute mL)","697184747132",NA,"JUICY BAR","prefix",0.937,"69718474","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY KIWI MESH COIL BOX 1 COUNT","1",NA,208,0.9995,"2023"
"e-liquid (impute mL)","085436100425","NE WHERE","NE WHERE","raw",1,"08543610","NE WHERE EHOK GRAPE GATSBY","1",NA,205,0.9995,"2018;2019;2021"
"e-liquid (impute mL)","085410000353","QUIK E-CIG","QUIK E-CIG","raw",0.999,"08541000","QUIK E-CIG E-CG MN","1",NA,204,0.9995,"2013;2014;2015;2016"
"e-liquid (impute mL)","085436100490","NE WHERE","NE WHERE","raw",1,"08543610","NE WHERE E-CG LIQUID BGM","1",NA,203,0.9995,"2018;2019"
"e-liquid (impute mL)","693728100036","VAPCIGS","VAPCIGS","raw",1,"69372810","VAPCIGS E-CGC","14",NA,203,0.9995,"2013;2014;2015"
"e-liquid (impute mL)","019383500507","SHENZHEN GOLDREAMS TECHNOLOGY","SHENZHEN GOLDREAMS TECHNOLOGY","raw",1,"01938350","AIR BAR MAX SMOKING ALTERNATIVE PRODUCT GUAVA SHAKE 1 COUNT","1",NA,200,0.9995,"2021;2022"
"e-liquid (impute mL)","081323902013","SPACE JAM","SPACE JAM","raw",1,"08132390","SPC JM E-CG LIQUID ASTRO","1",NA,199,0.9995,"2018;2019"
"e-liquid (impute mL)","081323902463","SPACE JAM","SPACE JAM","raw",1,"08132390","SPC JM E-CG LIQUID MTR MLK","1",NA,198,0.9995,"2018;2019"
"e-liquid (impute mL)","085438400456","LOGIC","LOGIC","raw",1,"08543840","LOGIC E-CG AST 2'S","2",NA,195,0.9995,"2015;2016;2017;2018"
"e-liquid (impute mL)","088796900507","BLU","BLU","raw",1,"08879690","BLECGS+ ECGT VIVID VANILLA 3PK","15",NA,195,0.9995,"2016;2017;2018;2019;2020"
"e-liquid (impute mL)","081068701813","NJOY","NJOY","raw",1,"08106870","NJOY E-CG LIQUID PEACH TEA","1",NA,191,0.9995,"2015;2016;2017;2018;2019;2020"
"bare UPC (needs barcode lookup)","085682400217",NA,"ECO-CIGS","prefix",1,"08568240",NA,NA,NA,191,0.9995,"2013;2014;2015;2017"
"bare UPC (needs barcode lookup)","081342001169",NA,"KRAVE","prefix",1,"08134200",NA,NA,NA,190,0.9995,"2015;2016;2017;2018"
"e-liquid (impute mL)","081102002207","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID CALI LIFE","1",NA,188,0.9995,"2018;2019"
"e-liquid (impute mL)","081022002113","ISMOKE VAPER TECH","ISMOKE VAPER TECH","raw",1,"08102200","IVPT E-CGC MN RFL","5",NA,187,0.9995,"2015;2016;2017;2018;2019"
"e-liquid (impute mL)","081323902002","SPACE JAM","SPACE JAM","raw",1,"08132390","SPC JM E-CG LIQUID ANDROMEDA","1",NA,187,0.9995,"2018;2019"
"e-liquid (impute mL)","085143800755","JAK","JAK","raw",0.983,"08514380","JAK SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE STRAWBERRY BOX 1 COUNT","1",NA,185,0.9995,"2021;2022"
"e-liquid (impute mL)","693764350223",NA,"IMIRACLE","prefix",1,"69376435","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO PASSION FRUIT BOX 1 COUNT","1",NA,185,0.9995,"2023"
"e-liquid (impute mL)","081068701789","NJOY","NJOY","raw",1,"08106870","NJOY E-CG LIQUID BLD-ORNGE","1",NA,183,0.9995,"2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","085830200500","NE WHERE","NE WHERE","raw",1,"08583020","NE WHERE E-CG LIQUID MN","1",NA,179,0.9995,"2018;2019"
"e-liquid (impute mL)","085436100458","NE WHERE","NE WHERE","raw",1,"08543610","NE WHERE E-CG LIQUID SR APTN","1",NA,178,0.9996,"2018;2019"
"e-liquid (impute mL)","085436100467","NE WHERE","NE WHERE","raw",1,"08543610","NE WHERE E-CG LIQUID GGSB","1",NA,177,0.9996,"2018;2019"
"e-liquid (impute mL)","081068701801","NJOY","NJOY","raw",1,"08106870","NJOY E-CG LIQUID BTR-CRNCH","1",NA,176,0.9996,"2015;2016;2017;2018;2019"
"e-liquid (impute mL)","075166716631","EZ CIG","EZ CIG","raw",0.954,"07516671","EZ CIG E-CG WB","1",NA,175,0.9996,"2013;2014;2015;2018;2019;2020;2021"
"e-liquid (impute mL)","081764101369","VAPOR X","VAPOR X","raw",0.999,"08176410","VAPOR X E-CG LIQUID VD","1",NA,175,0.9996,"2014;2015;2016;2017;2018"
"e-liquid (impute mL)","692660811303",NA,"PALAX","prefix",1,"69266081","PALAX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO DRAGON BEAR BOX 1 COUNT","1",NA,172,0.9996,"2023"
"e-liquid (impute mL)","076746198860",NA,NA,"unknown",NA,"07674619","LOON MAXX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO OLD FASHION TOBACCO BOOSTED FLAVOR BOX 1 COUNT","1",NA,170,0.9996,"2023"
"e-liquid (impute mL)","081102002177","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID ST-BN","1",NA,170,0.9996,"2018"
"e-liquid (impute mL)","085436100465","NE WHERE","NE WHERE","raw",1,"08543610","NE WHERE E-CG LIQUID ISSQ","1",NA,170,0.9996,"2018"
"bare UPC (needs barcode lookup)","085604000326",NA,"VICTORY","prefix",1,"08560400",NA,NA,NA,169,0.9996,"2017"
"e-liquid (impute mL)","085830200503","NE WHERE","NE WHERE","raw",1,"08583020","NE WHERE E-CG LIQUID PICO","1",NA,168,0.9996,"2018;2019"
"e-liquid (impute mL)","085830200514","NE WHERE","NE WHERE","raw",1,"08583020","NE WHERE E-CG LIQUID VANILLA","1",NA,164,0.9996,"2018"
"e-liquid (impute mL)","081323902001","SPACE JAM","SPACE JAM","raw",1,"08132390","SPC JM E-CG LIQUID ANDROMEDA","1",NA,163,0.9996,"2018;2019"
"e-liquid (impute mL)","085436100499","NE WHERE","NE WHERE","raw",1,"08543610","NE WHERE E-CG LIQUID CHERRY","1",NA,162,0.9996,"2018"
"e-liquid (impute mL)","081764101349","VAPOR X","VAPOR X","raw",0.999,"08176410","VAPOR X E-CG LIQUID CH-BLS","1",NA,160,0.9996,"2014;2015;2016;2018"
"e-liquid (impute mL)","081991301141","JUUL","JUUL","raw",1,"08199130","ELCT CGRTT CARTRIDGE","4",NA,158,0.9996,"2018;2019"
"e-liquid (impute mL)","085436100496","NE WHERE","NE WHERE","raw",1,"08543610","NE WHERE E-CG LIQUID BB","1",NA,157,0.9996,"2018;2019"
"e-liquid (impute mL)","075166716627","EZ CIG","EZ CIG","raw",0.954,"07516671","EZ CIG E-CG WG","1",NA,155,0.9996,"2013;2014;2018;2019;2020"
"e-liquid (impute mL)","085830200509","NE WHERE","NE WHERE","raw",1,"08583020","NE WHERE E-CG LIQUID TOB","1",NA,154,0.9996,"2018;2019"
"bare UPC (needs barcode lookup)","079357311753",NA,"IMPERIAL","prefix",1,"07935731",NA,NA,NA,153,0.9996,"2014;2015;2018;2019"
"e-liquid (impute mL)","085436100495","NE WHERE","NE WHERE","raw",1,"08543610","NE WHERE E-CG LIQUID EGV","1",NA,153,0.9996,"2018;2019"
"e-liquid (impute mL)","081323902062","SPACE JAM","SPACE JAM","raw",1,"08132390","SPC JM E-CG LIQUID PLUTO","1",NA,152,0.9996,"2018;2019"
"bare UPC (needs barcode lookup)","081066902112",NA,NA,"unknown",NA,"08106690",NA,NA,NA,151,0.9996,"2015;2016"
"e-liquid (impute mL)","065436704332","CIGALECTRIC","CIGALECTRIC","raw",1,"06543670","CIGALECTRIC E-CGC REGULAR","1",NA,150,0.9996,"2013;2014;2015;2016;2017;2018;2020;2021"
"e-liquid (impute mL)","075166716619","EZ CIG","EZ CIG","raw",0.954,"07516671","EZ CIG E-CG VANILLA","1",NA,149,0.9997,"2014;2018;2019;2020"
"e-liquid (impute mL)","002590017505","E SWISHER","E SWISHER","raw",0.713,"00259001","E SWISHER E-CGC MB RFL","3",NA,148,0.9997,"2013;2014;2015;2016"
"e-liquid (impute mL)","081068701805","NJOY","NJOY","raw",1,"08106870","NJOY E-CG LIQUID S-MS","1",NA,148,0.9997,"2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","036586037185","VAPIN PLUS","VAPIN PLUS","raw",0.949,"03658603","VPLS E-CIG LIQUID CAPPUCCINO","1",NA,147,0.9997,"2016;2017;2018;2019"
"e-liquid (impute mL)","081068701803","NJOY","NJOY","raw",1,"08106870","NJOY E-CG LIQUID S-MS","1",NA,147,0.9997,"2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","085830200528","NE WHERE","NE WHERE","raw",1,"08583020","NE WHERE E-CG LIQUID BAMA","1",NA,146,0.9997,"2018"
"e-liquid (impute mL)","085266255765",NA,"PUFF","prefix",0.855,"08526625","ELCT CGRTT LIQUID POD","1",NA,144,0.9997,"2020"
"e-liquid (impute mL)","065436704335","CIGALECTRIC","CIGALECTRIC","raw",1,"06543670","CIGALECTRIC E-CGC MN","1",NA,143,0.9997,"2013;2014;2015;2016;2017"
"e-liquid (impute mL)","081323902061","SPACE JAM","SPACE JAM","raw",1,"08132390","SPC JM E-CG LIQUID PLUTO","1",NA,143,0.9997,"2018;2019"
"e-liquid (impute mL)","085308600485","CRISS-CROSS","CRISS-CROSS","raw",1,"08530860","CRISS-CROSS E-CG MN","1",NA,141,0.9997,"2013;2014;2015"
"bare UPC (needs barcode lookup)","085436100419",NA,"NE WHERE","prefix",1,"08543610",NA,NA,NA,139,0.9997,"2018"
"bare UPC (needs barcode lookup)","081066902114",NA,NA,"unknown",NA,"08106690",NA,NA,NA,138,0.9997,"2015;2016;2017"
"bare UPC (needs barcode lookup)","081836802784",NA,"STIG","prefix",1,"08183680",NA,NA,NA,138,0.9997,"2020"
"e-liquid (impute mL)","003512732010","JUST JUICE","JUST JUICE","raw",1,"00351273","JUST JUICE E-CG LIQUID MN","1",NA,137,0.9997,"2018;2019"
